Model,TBS1102C
2.080e-02,1.68
2.096e-02,1.68
2.112e-02,1.68
2.128e-02,1.68
2.144e-02,1.68
2.160e-02,1.72
2.176e-02,1.68
2.192e-02,1.72
2.208e-02,1.72
2.224e-02,1.72
2.240e-02,1.72
2.256e-02,1.72
2.272e-02,1.72
2.288e-02,1.72
2.304e-02,1.72
2.320e-02,1.72
2.336e-02,1.72
2.352e-02,1.72
2.368e-02,1.76
2.384e-02,1.72
2.400e-02,1.72
2.416e-02,1.76
2.432e-02,1.76
2.448e-02,1.76
2.464e-02,1.76
2.480e-02,1.76
2.496e-02,1.76
2.512e-02,1.76
2.528e-02,1.8
2.544e-02,1.76
2.560e-02,1.76
2.576e-02,1.76
2.592e-02,1.76
2.608e-02,1.76
2.624e-02,1.76
2.640e-02,1.76
2.656e-02,1.76
2.672e-02,1.8
2.688e-02,1.8
2.704e-02,1.76
2.720e-02,1.8
2.736e-02,1.8
2.752e-02,1.8
2.768e-02,1.8
2.784e-02,1.76
2.800e-02,1.8
2.816e-02,1.8
2.832e-02,1.8
2.848e-02,1.8
2.864e-02,1.8
2.880e-02,1.8
2.896e-02,1.8
2.912e-02,1.8
2.928e-02,1.8
2.944e-02,1.8
2.960e-02,1.84
2.976e-02,1.8
2.992e-02,1.84
3.008e-02,1.8
3.024e-02,1.8
3.040e-02,1.84
3.056e-02,1.84
3.072e-02,1.8
3.088e-02,1.8
3.104e-02,1.84
3.120e-02,1.84
3.136e-02,1.84
3.152e-02,1.84
3.168e-02,1.8
3.184e-02,1.84
3.200e-02,1.88
3.216e-02,1.84
3.232e-02,1.84
3.248e-02,1.84
3.264e-02,1.84
3.280e-02,1.84
3.296e-02,1.84
3.312e-02,1.84
3.328e-02,1.84
3.344e-02,1.84
3.360e-02,1.84
3.376e-02,1.84
3.392e-02,1.88
3.408e-02,1.84
3.424e-02,1.88
3.440e-02,1.8
3.456e-02,1.84
3.472e-02,1.88
3.488e-02,1.84
3.504e-02,1.84
3.520e-02,1.84
3.536e-02,1.88
3.552e-02,1.88
3.568e-02,1.88
3.584e-02,1.84
3.600e-02,1.84
3.616e-02,1.84
3.632e-02,1.84
3.648e-02,1.88
3.664e-02,1.88
3.680e-02,1.88
3.696e-02,1.88
3.712e-02,1.88
3.728e-02,1.88
3.744e-02,1.84
3.760e-02,1.88
3.776e-02,1.88
3.792e-02,1.88
3.808e-02,1.88
3.824e-02,1.84
3.840e-02,1.88
3.856e-02,1.88
3.872e-02,1.88
3.888e-02,1.88
3.904e-02,1.88
3.920e-02,1.88
3.936e-02,1.88
3.952e-02,1.88
3.968e-02,1.88
3.984e-02,1.88
4.000e-02,1.88
4.016e-02,1.88
4.032e-02,1.88
4.048e-02,1.88
4.064e-02,1.88
4.080e-02,1.88
4.096e-02,1.88
4.112e-02,1.88
4.128e-02,1.88
4.144e-02,1.84
4.160e-02,1.92
4.176e-02,1.88
4.192e-02,1.88
4.208e-02,1.92
4.224e-02,1.88
4.240e-02,1.88
4.256e-02,1.88
4.272e-02,1.88
4.288e-02,1.88
4.304e-02,1.88
4.320e-02,1.88
4.336e-02,1.88
4.352e-02,1.88
4.368e-02,1.88
4.384e-02,1.88
4.400e-02,1.88
4.416e-02,1.88
4.432e-02,1.88
4.448e-02,1.92
4.464e-02,1.88
4.480e-02,1.92
4.496e-02,1.88
4.512e-02,1.88
4.528e-02,1.88
4.544e-02,1.88
4.560e-02,1.88
4.576e-02,1.92
4.592e-02,1.88
4.608e-02,1.88
4.624e-02,1.92
4.640e-02,1.92
4.656e-02,1.88
4.672e-02,1.92
4.688e-02,1.88
4.704e-02,1.88
4.720e-02,1.88
4.736e-02,1.92
4.752e-02,1.88
4.768e-02,1.88
4.784e-02,1.88
4.800e-02,1.88
4.816e-02,1.88
4.832e-02,1.88
4.848e-02,1.92
4.864e-02,1.92
4.880e-02,1.92
4.896e-02,1.92
4.912e-02,1.92
4.928e-02,1.88
4.944e-02,1.92
4.960e-02,1.92
4.976e-02,1.88
4.992e-02,1.88
5.008e-02,1.88
5.024e-02,1.88
5.040e-02,1.92
5.056e-02,1.92
5.072e-02,1.88
5.088e-02,1.92
5.104e-02,1.92
5.120e-02,1.92
5.136e-02,1.92
5.152e-02,1.92
5.168e-02,1.88
5.184e-02,1.92
5.200e-02,1.92
5.216e-02,1.92
5.232e-02,1.88
5.248e-02,1.88
5.264e-02,1.88
5.280e-02,1.92
5.296e-02,1.92
5.312e-02,1.92
5.328e-02,1.92
5.344e-02,1.92
5.360e-02,1.88
5.376e-02,1.88
5.392e-02,1.92
5.408e-02,1.92
5.424e-02,1.92
5.440e-02,1.88
5.456e-02,1.92
5.472e-02,1.88
5.488e-02,1.92
5.504e-02,1.92
5.520e-02,1.92
5.536e-02,1.92
5.552e-02,1.92
5.568e-02,1.92
5.584e-02,1.92
5.600e-02,1.92
5.616e-02,1.88
5.632e-02,1.88
5.648e-02,1.92
5.664e-02,1.92
5.680e-02,1.92
5.696e-02,1.92
5.712e-02,1.88
5.728e-02,1.92
5.744e-02,1.92
5.760e-02,1.92
5.776e-02,1.92
5.792e-02,1.92
5.808e-02,1.92
5.824e-02,1.92
5.840e-02,1.92
5.856e-02,1.92
5.872e-02,1.92
5.888e-02,1.92
5.904e-02,1.92
5.920e-02,1.92
5.936e-02,1.88
5.952e-02,1.92
5.968e-02,1.92
5.984e-02,1.92
6.000e-02,1.88
6.016e-02,1.92
6.032e-02,1.92
6.048e-02,1.88
6.064e-02,1.92
6.080e-02,1.92
6.096e-02,1.92
6.112e-02,1.88
6.128e-02,1.92
6.144e-02,1.92
6.160e-02,1.92
6.176e-02,1.92
6.192e-02,1.88
6.208e-02,1.88
6.224e-02,1.92
6.240e-02,1.92
6.256e-02,1.92
6.272e-02,1.92
6.288e-02,1.92
6.304e-02,1.92
6.320e-02,1.88
6.336e-02,1.92
6.352e-02,1.92
6.368e-02,1.92
6.384e-02,1.92
6.400e-02,1.92
6.416e-02,1.92
6.432e-02,1.92
6.448e-02,1.92
6.464e-02,1.92
6.480e-02,1.88
6.496e-02,1.92
6.512e-02,1.92
6.528e-02,1.92
6.544e-02,1.88
6.560e-02,1.92
6.576e-02,1.92
6.592e-02,1.92
6.608e-02,1.92
6.624e-02,1.92
6.640e-02,1.92
6.656e-02,1.92
6.672e-02,1.92
6.688e-02,1.92
6.704e-02,1.92
6.720e-02,1.92
6.736e-02,1.92
6.752e-02,1.92
6.768e-02,1.92
6.784e-02,1.92
6.800e-02,1.92
6.816e-02,1.92
6.832e-02,1.92
6.848e-02,1.92
6.864e-02,1.92
6.880e-02,1.92
6.896e-02,1.92
6.912e-02,1.88
6.928e-02,1.92
6.944e-02,1.92
6.960e-02,1.92
6.976e-02,1.92
6.992e-02,1.92
7.008e-02,1.88
7.024e-02,1.92
7.040e-02,1.88
7.056e-02,1.92
7.072e-02,1.88
7.088e-02,1.92
7.104e-02,1.92
7.120e-02,1.92
7.136e-02,1.92
7.152e-02,1.92
7.168e-02,1.92
7.184e-02,1.92
7.200e-02,1.92
7.216e-02,1.92
7.232e-02,1.92
7.248e-02,1.92
7.264e-02,1.92
7.280e-02,1.92
7.296e-02,1.92
7.312e-02,1.92
7.328e-02,1.88
7.344e-02,1.92
7.360e-02,1.88
7.376e-02,1.92
7.392e-02,1.92
7.408e-02,1.88
7.424e-02,1.92
7.440e-02,1.92
7.456e-02,1.92
7.472e-02,1.92
7.488e-02,1.88
7.504e-02,1.92
7.520e-02,1.92
7.536e-02,1.92
7.552e-02,1.92
7.568e-02,1.92
7.584e-02,1.92
7.600e-02,1.92
7.616e-02,1.92
7.632e-02,1.92
7.648e-02,1.92
7.664e-02,1.92
7.680e-02,1.92
7.696e-02,1.92
7.712e-02,1.92
7.728e-02,1.88
7.744e-02,1.92
7.760e-02,1.92
7.776e-02,1.92
7.792e-02,1.92
7.808e-02,1.92
7.824e-02,1.92
7.840e-02,1.92
7.856e-02,1.92
7.872e-02,1.92
7.888e-02,1.88
7.904e-02,1.92
7.920e-02,1.88
7.936e-02,1.92
7.952e-02,1.92
7.968e-02,1.92
7.984e-02,1.92
8.000e-02,1.92
8.016e-02,1.92
8.032e-02,1.92
8.048e-02,1.92
8.064e-02,1.92
8.080e-02,1.92
8.096e-02,1.92
8.112e-02,1.88
8.128e-02,1.92
8.144e-02,1.92
8.160e-02,1.88
8.176e-02,1.92
8.192e-02,1.88
8.208e-02,1.92
8.224e-02,1.92
8.240e-02,1.92
8.256e-02,1.92
8.272e-02,1.92
8.288e-02,1.92
8.304e-02,1.92
8.320e-02,1.92
8.336e-02,1.92
8.352e-02,1.92
8.368e-02,1.92
8.384e-02,1.92
8.400e-02,1.92
8.416e-02,1.92
8.432e-02,1.92
8.448e-02,1.92
8.464e-02,1.92
8.480e-02,1.92
8.496e-02,1.92
8.512e-02,1.92
8.528e-02,1.92
8.544e-02,1.92
8.560e-02,1.92
8.576e-02,1.92
8.592e-02,1.92
8.608e-02,1.92
8.624e-02,1.92
8.640e-02,1.92
8.656e-02,1.92
8.672e-02,1.92
8.688e-02,1.92
8.704e-02,1.92
8.720e-02,1.92
8.736e-02,1.92
8.752e-02,1.92
8.768e-02,1.92
8.784e-02,1.92
8.800e-02,1.92
8.816e-02,1.92
8.832e-02,1.92
8.848e-02,1.92
8.864e-02,1.92
8.880e-02,1.92
8.896e-02,1.88
8.912e-02,1.92
8.928e-02,1.92
8.944e-02,1.92
8.960e-02,1.92
8.976e-02,1.92
8.992e-02,1.92
9.008e-02,1.92
9.024e-02,1.92
9.040e-02,1.92
9.056e-02,1.92
9.072e-02,1.92
9.088e-02,1.92
9.104e-02,1.92
9.120e-02,1.92
9.136e-02,1.92
9.152e-02,1.92
9.168e-02,1.92
9.184e-02,1.92
9.200e-02,1.92
9.216e-02,1.92
9.232e-02,1.92
9.248e-02,1.92
9.264e-02,1.92
9.280e-02,1.92
9.296e-02,1.92
9.312e-02,1.84
9.328e-02,1.76
9.344e-02,1.72
9.360e-02,1.64
9.376e-02,1.64
9.392e-02,1.56
9.408e-02,1.52
9.424e-02,1.44
9.440e-02,1.36
9.456e-02,1.32
9.472e-02,1.28
9.488e-02,1.2
9.504e-02,1.12
9.520e-02,1.12
9.536e-02,1.04
9.552e-02,1
9.568e-02,0.96
9.584e-02,0.92
9.600e-02,0.84
9.616e-02,0.84
9.632e-02,0.76
9.648e-02,0.72
9.664e-02,0.68
9.680e-02,0.64
9.696e-02,0.6
9.712e-02,0.56
9.728e-02,0.52
9.744e-02,0.44
9.760e-02,0.44
9.776e-02,0.4
9.792e-02,0.4
9.808e-02,0.32
9.824e-02,0.28
9.840e-02,0.24
9.856e-02,0.2
9.872e-02,0.16
9.888e-02,0.16
9.904e-02,0.12
9.920e-02,0.08
9.936e-02,0.04
9.952e-02,-4.76837e-08
9.968e-02,-4.76837e-08
9.984e-02,-0.04
1.000e-01,-0.12
1.002e-01,-0.12
1.003e-01,-0.16
1.005e-01,-0.16
1.006e-01,-0.2
1.008e-01,-0.24
1.010e-01,-0.24
1.011e-01,-0.28
1.013e-01,-0.32
1.014e-01,-0.32
1.016e-01,-0.36
1.018e-01,-0.36
1.019e-01,-0.4
1.021e-01,-0.44
1.022e-01,-0.44
1.024e-01,-0.48
1.026e-01,-0.52
1.027e-01,-0.56
1.029e-01,-0.56
1.030e-01,-0.56
1.032e-01,-0.6
1.034e-01,-0.6
1.035e-01,-0.68
1.037e-01,-0.68
1.038e-01,-0.68
1.040e-01,-0.72
1.042e-01,-0.72
1.043e-01,-0.76
1.045e-01,-0.76
1.046e-01,-0.8
1.048e-01,-0.76
1.050e-01,-0.8
1.051e-01,-0.84
1.053e-01,-0.84
1.054e-01,-0.88
1.056e-01,-0.88
1.058e-01,-0.92
1.059e-01,-0.92
1.061e-01,-0.92
1.062e-01,-0.96
1.064e-01,-0.96
1.066e-01,-0.96
1.067e-01,-1
1.069e-01,-1.04
1.070e-01,-1
1.072e-01,-1.04
1.074e-01,-1.08
1.075e-01,-1.08
1.077e-01,-1.12
1.078e-01,-1.12
1.080e-01,-1.12
1.082e-01,-1.12
1.083e-01,-1.16
1.085e-01,-1.16
1.086e-01,-1.16
1.088e-01,-1.2
1.090e-01,-1.2
1.091e-01,-1.2
1.093e-01,-1.2
1.094e-01,-1.24
1.096e-01,-1.24
1.098e-01,-1.28
1.099e-01,-1.24
1.101e-01,-1.28
1.102e-01,-1.28
1.104e-01,-1.32
1.106e-01,-1.28
1.107e-01,-1.32
1.109e-01,-1.32
1.110e-01,-1.36
1.112e-01,-1.32
1.114e-01,-1.36
1.115e-01,-1.36
1.117e-01,-1.4
1.118e-01,-1.4
1.120e-01,-1.4
1.122e-01,-1.44
1.123e-01,-1.44
1.125e-01,-1.4
1.126e-01,-1.44
1.128e-01,-1.44
1.130e-01,-1.48
1.131e-01,-1.44
1.133e-01,-1.48
1.134e-01,-1.48
1.136e-01,-1.52
1.138e-01,-1.52
1.139e-01,-1.48
1.141e-01,-1.52
1.142e-01,-1.52
1.144e-01,-1.52
1.146e-01,-1.52
1.147e-01,-1.52
1.149e-01,-1.52
1.150e-01,-1.56
1.152e-01,-1.56
1.154e-01,-1.56
1.155e-01,-1.56
1.157e-01,-1.56
1.158e-01,-1.6
1.160e-01,-1.6
1.162e-01,-1.6
1.163e-01,-1.6
1.165e-01,-1.6
1.166e-01,-1.6
1.168e-01,-1.64
1.170e-01,-1.64
1.171e-01,-1.6
1.173e-01,-1.64
1.174e-01,-1.64
1.176e-01,-1.68
1.178e-01,-1.64
1.179e-01,-1.68
1.181e-01,-1.68
1.182e-01,-1.64
1.184e-01,-1.68
1.186e-01,-1.68
1.187e-01,-1.72
1.189e-01,-1.72
1.190e-01,-1.72
1.192e-01,-1.72
1.194e-01,-1.68
1.195e-01,-1.72
1.197e-01,-1.72
1.198e-01,-1.72
1.200e-01,-1.72
1.202e-01,-1.72
1.203e-01,-1.72
1.205e-01,-1.76
1.206e-01,-1.72
1.208e-01,-1.72
1.210e-01,-1.72
1.211e-01,-1.76
1.213e-01,-1.76
1.214e-01,-1.76
1.216e-01,-1.76
1.218e-01,-1.76
1.219e-01,-1.8
1.221e-01,-1.76
1.222e-01,-1.76
1.224e-01,-1.76
1.226e-01,-1.8
1.227e-01,-1.8
1.229e-01,-1.76
1.230e-01,-1.76
1.232e-01,-1.76
1.234e-01,-1.8
1.235e-01,-1.76
1.237e-01,-1.8
1.238e-01,-1.8
1.240e-01,-1.8
1.242e-01,-1.8
1.243e-01,-1.8
1.245e-01,-1.8
1.246e-01,-1.8
1.248e-01,-1.8
1.250e-01,-1.8
1.251e-01,-1.84
1.253e-01,-1.84
1.254e-01,-1.8
1.256e-01,-1.84
1.258e-01,-1.8
1.259e-01,-1.84
1.261e-01,-1.84
1.262e-01,-1.88
1.264e-01,-1.84
1.266e-01,-1.84
1.267e-01,-1.88
1.269e-01,-1.84
1.270e-01,-1.84
1.272e-01,-1.84
1.274e-01,-1.84
1.275e-01,-1.84
1.277e-01,-1.84
1.278e-01,-1.88
1.280e-01,-1.84
1.282e-01,-1.84
1.283e-01,-1.88
1.285e-01,-1.88
1.286e-01,-1.88
1.288e-01,-1.88
1.290e-01,-1.88
1.291e-01,-1.84
1.293e-01,-1.88
1.294e-01,-1.88
1.296e-01,-1.88
1.298e-01,-1.88
1.299e-01,-1.88
1.301e-01,-1.88
1.302e-01,-1.88
1.304e-01,-1.88
1.306e-01,-1.92
1.307e-01,-1.88
1.309e-01,-1.88
1.310e-01,-1.92
1.312e-01,-1.88
1.314e-01,-1.88
1.315e-01,-1.92
1.317e-01,-1.88
1.318e-01,-1.88
1.320e-01,-1.92
1.322e-01,-1.92
1.323e-01,-1.92
1.325e-01,-1.88
1.326e-01,-1.92
1.328e-01,-1.92
1.330e-01,-1.92
1.331e-01,-1.92
1.333e-01,-1.92
1.334e-01,-1.92
1.336e-01,-1.92
1.338e-01,-1.92
1.339e-01,-1.92
1.341e-01,-1.92
1.342e-01,-1.88
1.344e-01,-1.92
1.346e-01,-1.92
1.347e-01,-1.92
1.349e-01,-1.92
1.350e-01,-1.92
1.352e-01,-1.92
1.354e-01,-1.92
1.355e-01,-1.96
1.357e-01,-1.96
1.358e-01,-1.92
1.360e-01,-1.92
1.362e-01,-1.92
1.363e-01,-1.92
1.365e-01,-1.92
1.366e-01,-1.96
1.368e-01,-1.92
1.370e-01,-1.92
1.371e-01,-1.92
1.373e-01,-1.92
1.374e-01,-1.92
1.376e-01,-1.92
1.378e-01,-1.96
1.379e-01,-1.92
1.381e-01,-1.92
1.382e-01,-1.92
1.384e-01,-1.92
1.386e-01,-1.92
1.387e-01,-1.92
1.389e-01,-1.92
1.390e-01,-1.96
1.392e-01,-1.96
1.394e-01,-1.96
1.395e-01,-1.92
1.397e-01,-1.92
1.398e-01,-1.92
1.400e-01,-1.92
1.402e-01,-1.96
1.403e-01,-1.96
1.405e-01,-1.92
1.406e-01,-1.96
1.408e-01,-1.96
1.410e-01,-1.96
1.411e-01,-1.96
1.413e-01,-1.96
1.414e-01,-1.96
1.416e-01,-1.96
1.418e-01,-1.92
1.419e-01,-1.96
1.421e-01,-1.92
1.422e-01,-1.92
1.424e-01,-1.92
1.426e-01,-1.92
1.427e-01,-1.96
1.429e-01,-1.96
1.430e-01,-1.96
1.432e-01,-1.96
1.434e-01,-2
1.435e-01,-1.92
1.437e-01,-1.96
1.438e-01,-1.96
1.440e-01,-1.96
1.442e-01,-1.96
1.443e-01,-1.96
1.445e-01,-1.96
1.446e-01,-1.96
1.448e-01,-1.96
1.450e-01,-1.92
1.451e-01,-1.96
1.453e-01,-1.96
1.454e-01,-2
1.456e-01,-1.96
1.458e-01,-1.96
1.459e-01,-1.96
1.461e-01,-1.96
1.462e-01,-1.96
1.464e-01,-1.96
1.466e-01,-1.96
1.467e-01,-1.96
1.469e-01,-1.96
1.470e-01,-1.96
1.472e-01,-1.96
1.474e-01,-1.96
1.475e-01,-1.96
1.477e-01,-1.96
1.478e-01,-1.96
1.480e-01,-1.96
1.482e-01,-1.96
1.483e-01,-1.96
1.485e-01,-2
1.486e-01,-1.96
1.488e-01,-1.96
1.490e-01,-1.96
1.491e-01,-1.96
1.493e-01,-1.96
1.494e-01,-1.96
1.496e-01,-1.96
1.498e-01,-1.96
1.499e-01,-1.96
1.501e-01,-1.96
1.502e-01,-1.96
1.504e-01,-2
1.506e-01,-1.96
1.507e-01,-1.96
1.509e-01,-1.96
1.510e-01,-1.96
1.512e-01,-1.96
1.514e-01,-2
1.515e-01,-1.96
1.517e-01,-2
1.518e-01,-1.96
1.520e-01,-1.96
1.522e-01,-1.96
1.523e-01,-2
1.525e-01,-2
1.526e-01,-2
1.528e-01,-1.96
1.530e-01,-1.96
1.531e-01,-1.96
1.533e-01,-1.96
1.534e-01,-2
1.536e-01,-2
1.538e-01,-2
1.539e-01,-2
1.541e-01,-1.96
1.542e-01,-1.96
1.544e-01,-1.96
1.546e-01,-2
1.547e-01,-1.96
1.549e-01,-2
1.550e-01,-2
1.552e-01,-1.96
1.554e-01,-2
1.555e-01,-1.96
1.557e-01,-2
1.558e-01,-1.96
1.560e-01,-1.96
1.562e-01,-1.96
1.563e-01,-1.96
1.565e-01,-2
1.566e-01,-2
1.568e-01,-2
1.570e-01,-2
1.571e-01,-2
1.573e-01,-1.96
1.574e-01,-2
1.576e-01,-1.96
1.578e-01,-1.96
1.579e-01,-1.96
1.581e-01,-2
1.582e-01,-1.96
1.584e-01,-1.96
1.586e-01,-2
1.587e-01,-2
1.589e-01,-2
1.590e-01,-1.96
1.592e-01,-2
1.594e-01,-2
1.595e-01,-2
1.597e-01,-2
1.598e-01,-1.96

